Adj Close,Close,Date,High,Low,Open,Volume
61.462215,65.260002,2017-06-01,65.260002,64.860001,65.089996,7560500
61.659985,65.470001,2017-06-02,65.580002,65.18,65.459999,6298600
61.283268,65.07,2017-06-05,65.389999,64.699997,65.349998,5968500
60.906548,64.669998,2017-06-06,65.040001,64.459999,65.0,7841800
60.332047,64.059998,2017-06-07,64.650002,64.0,64.599998,7606600
59.522091,63.200001,2017-06-08,64.25,62.830002,64.059998,18435200
60.642838,64.389999,2017-06-09,64.440002,63.139999,63.200001,10750400
60.642838,64.389999,2017-06-12,64.68,64.199997,64.389999,9400300
60.026161,63.27,2017-06-13,63.84,63.029999,63.73,12053000
60.121033,63.369999,2017-06-14,63.639999,63.02,63.02,10338600
59.95026,63.189999,2017-06-15,63.439999,62.880001,63.299999,7866800
59.741543,62.970001,2017-06-16,63.709999,62.689999,63.259998,14902000
60.415142,63.68,2017-06-19,63.810001,63.02,63.09,8426900
61.221561,64.529999,2017-06-20,64.959999,63.580002,63.68,10263000
62.103882,65.459999,2017-06-21,65.599998,64.559998,64.559998,11145000
62.635174,66.019997,2017-06-22,66.370003,65.379997,65.510002,13441900
62.767998,66.160004,2017-06-23,66.389999,65.839996,66.040001,14093500
62.540295,65.919998,2017-06-26,66.400002,65.830002,66.150002,7576400
62.179783,65.540001,2017-06-27,66.269997,65.540001,66.269997,8121600
61.819271,65.160004,2017-06-28,65.900002,65.139999,65.760002,6733300
61.041302,64.339996,2017-06-29,65.080002,64.089996,65.010002,8350300
60.804115,64.089996,2017-06-30,64.730003,64.0,64.489998,8360900
60.974888,64.269997,2017-07-03,64.629997,63.849998,63.849998,4671400
60.870544,64.160004,2017-07-05,64.800003,63.919998,64.470001,6507800
59.864876,63.099998,2017-07-06,63.91,62.990002,63.77,11342700
59.921795,63.16,2017-07-07,63.34,62.810001,63.209999,7243400
59.608727,62.830002,2017-07-10,63.400002,62.610001,63.389999,6713800
59.143848,62.34,2017-07-11,62.98,62.240002,62.82,6877500
59.561279,62.779999,2017-07-12,63.130001,62.66,62.66,8216000
59.665646,62.889999,2017-07-13,62.990002,62.279999,62.790001,6799200
59.826935,63.060001,2017-07-14,63.400002,62.860001,62.93,6020900
59.400005,62.610001,2017-07-17,63.310001,62.529999,63.150002,7387300
59.210255,62.41,2017-07-18,62.630001,62.27,62.5,6114900
