Adj Close,Close,Date,High,Low,Open,Volume
149.145844,153.179993,2017-06-01,153.330002,152.220001,153.169998,16404100
151.356079,155.449997,2017-06-02,155.449997,152.889999,153.580002,27770700
149.876099,153.929993,2017-06-05,154.449997,153.460007,154.339996,25331700
150.382416,154.449997,2017-06-06,155.809998,153.779999,153.899994,26624900
151.278198,155.369995,2017-06-07,155.979996,154.479996,155.020004,21069600
150.908203,154.990005,2017-06-08,155.539993,154.399994,155.25,21250800
145.056458,148.979996,2017-06-09,155.190002,146.020004,155.190002,64882700
141.59024,145.419998,2017-06-12,146.089996,142.509995,145.740005,72307300
142.729416,146.589996,2017-06-13,147.449997,145.149994,147.160004,34165400
141.337067,145.160004,2017-06-14,147.5,143.839996,147.5,31531200
140.48996,144.289993,2017-06-15,144.479996,142.210007,143.320007,32165400
138.523209,142.270004,2017-06-16,144.5,142.199997,143.779999,50361100
142.486008,146.339996,2017-06-19,146.740005,143.660004,143.660004,32541400
141.19101,145.009995,2017-06-20,146.869995,144.940002,146.869995,24900100
142.028366,145.869995,2017-06-21,146.070007,144.610001,145.520004,21265800
141.794708,145.630005,2017-06-22,146.699997,145.119995,145.770004,19106300
142.427597,146.279999,2017-06-23,147.160004,145.110001,145.130005,35439400
141.979691,145.820007,2017-06-26,148.279999,145.380005,147.169998,25692400
139.944733,143.729996,2017-06-27,146.160004,143.619995,145.009995,24761900
141.989441,145.830002,2017-06-28,146.110001,143.160004,144.490005,22082400
139.896042,143.679993,2017-06-29,145.130005,142.279999,144.710007,31499400
140.227097,144.020004,2017-06-30,144.960007,143.779999,144.449997,23024100
139.720795,143.5,2017-07-03,145.300003,143.100006,144.880005,14277800
140.295242,144.089996,2017-07-05,144.789993,142.720001,143.690002,21569600
138.971069,142.729996,2017-07-06,143.5,142.410004,143.020004,24128800
140.382874,144.179993,2017-07-07,144.75,142.899994,142.899994,19201700
141.2397,145.059998,2017-07-10,145.949997,143.369995,144.110001,21090600
141.697327,145.529999,2017-07-11,145.850006,144.380005,144.729996,19781800
141.90181,145.740005,2017-07-12,146.179993,144.820007,145.869995,24884500
143.878342,147.770004,2017-07-13,148.490005,145.440002,145.5,25199400
145.114883,149.039993,2017-07-14,149.330002,147.330002,147.970001,20132100
145.62117,149.559998,2017-07-17,150.899994,148.570007,148.820007,23793500
146.127518,150.080002,2017-07-18,150.130005,148.669998,149.199997,17868800
147.04274,151.020004,2017-07-19,151.419998,149.949997,150.479996,20923000
146.380661,150.339996,2017-07-20,151.740005,150.190002,151.5,17243700
146.312531,150.270004,2017-07-21,150.440002,148.880005,149.990005,26252600
148.084564,152.089996,2017-07-24,152.440002,149.899994,150.580002,21493200
148.717453,152.740005,2017-07-25,153.839996,151.800003,151.800003,18853900
149.418518,153.460007,2017-07-26,153.929993,153.059998,153.350006,15781000
