Adj Close,Close,Date,High,Low,Open,Volume
75.989708,78.279999,2017-06-01,78.379997,76.949997,77.230003,3553400
76.193573,78.489998,2017-06-02,78.739998,77.769997,77.769997,3534800
76.659523,78.970001,2017-06-05,79.199997,78.610001,78.75,2738600
76.543037,78.849998,2017-06-06,78.93,78.290001,78.459999,2878000
77.474937,79.809998,2017-06-07,80.089996,78.790001,78.910004,4284000
77.610847,79.949997,2017-06-08,80.199997,79.669998,79.809998,4047400
77.96032,80.309998,2017-06-09,80.730003,79.730003,80.389999,3849400
77.824417,80.169998,2017-06-12,80.730003,80.07,80.349998,3352300
78.232124,80.589996,2017-06-13,80.739998,80.07,80.199997,3174400
78.474808,80.839996,2017-06-14,80.919998,79.620003,80.110001,4013100
78.338898,80.699997,2017-06-15,81.239998,80.230003,80.379997,2773400
79.066956,81.449997,2017-06-16,81.480003,80.769997,80.860001,5914700
79.484383,81.879997,2017-06-19,81.940002,81.290001,81.559998,3076500
80.095963,82.510002,2017-06-20,82.809998,81.800003,81.980003,3929100
79.804726,82.209999,2017-06-21,82.800003,81.989998,82.599998,2683400
79.843559,82.25,2017-06-22,82.629997,82.059998,82.110001,2312100
79.814438,82.220001,2017-06-23,82.699997,82.059998,82.389999,3785300
80.532791,82.959999,2017-06-26,83.290001,82.440002,82.5,2491600
80.649284,83.080002,2017-06-27,83.519997,83.010002,83.059998,2994500
81.513245,83.970001,2017-06-28,84.269997,83.400002,83.510002,3668500
81.183189,83.629997,2017-06-29,85.389999,83.160004,84.919998,5092600
81.775337,84.239998,2017-06-30,84.639999,83.589996,84.089996,3320800
82.610168,85.099998,2017-07-03,85.739998,84.690002,84.690002,2306900
82.717361,84.889999,2017-07-05,85.879997,84.809998,85.220001,3501200
81.596786,83.739998,2017-07-06,84.839996,83.720001,84.669998,3213400
82.171684,84.330002,2017-07-07,84.690002,83.769997,83.93,2454600
82.142464,84.300003,2017-07-10,84.57,83.970001,84.129997,2147000
82.006042,84.160004,2017-07-11,84.309998,83.540001,84.230003,2733200
82.649155,84.82,2017-07-12,84.980003,84.059998,84.279999,4629100
83.185074,85.370003,2017-07-13,85.43,84.739998,84.93,3309400
83.097382,85.279999,2017-07-14,85.559998,84.589996,84.849998,3354700
83.038918,85.220001,2017-07-17,85.519997,84.779999,85.129997,2190500
83.33123,85.519997,2017-07-18,85.559998,84.760002,84.959999,2816000
83.730751,85.93,2017-07-19,85.980003,85.300003,85.760002,5539700
83.165588,85.349998,2017-07-20,85.449997,84.529999,84.940002,5386400
83.399437,85.589996,2017-07-21,86.279999,85.43,85.790001,3570400
82.824547,85.0,2017-07-24,85.669998,83.860001,85.449997,5389100
83.22406,85.410004,2017-07-25,86.099998,85.080002,85.839996,3255200
83.116867,85.300003,2017-07-26,85.720001,85.169998,85.410004,3038100
81.703979,83.849998,2017-07-27,85.199997,83.330002,85.18,6119300
82.629669,84.800003,2017-07-28,85.099998,83.620003,83.879997,3321200
83.04866,85.230003,2017-07-31,85.699997,84.839996,85.169998,3079800
83.058403,85.239998,2017-08-01,85.839996,85.139999,85.720001,3148800
83.116867,85.300003,2017-08-02,85.360001,84.970001,85.150002,3252300
83.350723,85.540001,2017-08-03,85.879997,85.139999,85.239998,2381800
83.769722,85.970001,2017-08-04,86.330002,85.839996,85.989998,2840200
83.652794,85.849998,2017-08-07,86.190002,85.68,86.099998,2089100
83.740486,85.940002,2017-08-08,86.669998,85.410004,85.43,2922800
83.496887,85.690002,2017-08-09,85.970001,85.239998,85.739998,2961000
82.395798,84.559998,2017-08-10,85.580002,84.550003,85.440002,3755200
82.132713,84.290001,2017-08-11,84.860001,83.970001,84.760002,3078600
83.282524,85.470001,2017-08-14,85.669998,84.720001,84.739998,2874000
84.568733,86.790001,2017-08-15,86.970001,85.879997,85.989998,3774100
85.153366,87.389999,2017-08-16,87.779999,86.989998,87.0,3379600
83.886642,86.089996,2017-08-17,87.629997,86.050003,87.339996,3870400
83.194809,85.379997,2017-08-18,86.129997,85.209999,85.989998,4271200
83.116867,85.300003,2017-08-21,85.639999,84.949997,85.449997,2505100
83.116867,85.300003,2017-08-22,85.730003,84.910004,85.470001,2155300
83.097382,85.279999,2017-08-23,85.510002,84.699997,84.709999,1960400
83.175331,85.360001,2017-08-24,85.529999,85.040001,85.489998,2057900
83.282524,85.470001,2017-08-25,85.959999,85.419998,85.5,2302100
83.22406,85.410004,2017-08-28,85.690002,85.209999,85.660004,2105500
83.233795,85.419998,2017-08-29,85.510002,84.400002,84.75,2779400
83.496887,85.690002,2017-08-30,85.739998,85.220001,85.379997,2131700
83.896385,86.099998,2017-08-31,86.279999,85.699997,86.0,3792300
83.935364,86.139999,2017-09-01,86.540001,86.050003,86.309998,2262700
