Adj Close,Close,Date,High,Low,Open,Volume
174.536926,179.580002,2017-06-01,179.580002,175.190002,175.779999,2890600
174.35228,179.389999,2017-06-02,179.919998,178.339996,179.919998,2610100
174.332809,179.369995,2017-06-05,180.320007,179.160004,179.529999,2640600
175.742111,180.820007,2017-06-06,181.059998,178.479996,179.190002,3443900
178.064972,183.210007,2017-06-07,183.470001,179.649994,182.0,3783600
176.587677,181.690002,2017-06-08,183.759995,180.979996,183.210007,3065000
176.364136,181.460007,2017-06-09,182.399994,180.860001,181.839996,2392200
174.216187,179.25,2017-06-12,181.820007,176.419998,181.460007,3705600
175.965622,181.050003,2017-06-13,181.389999,179.149994,179.210007,2458500
177.238846,182.360001,2017-06-14,182.839996,180.940002,180.940002,2039300
176.038467,180.380005,2017-06-15,183.5,180.089996,181.75,3078700
177.258362,181.630005,2017-06-16,182.460007,180.380005,180.830002,4473300
178.614914,183.020004,2017-06-19,183.020004,180.759995,182.300003,3887100
178.858902,183.270004,2017-06-20,183.419998,182.220001,182.75,2742600
180.469162,184.919998,2017-06-21,185.110001,182.710007,183.490005,2866300
182.011139,186.5,2017-06-22,188.660004,184.779999,184.899994,3841300
180.791229,185.25,2017-06-23,186.270004,184.139999,186.270004,3438500
180.664352,185.119995,2017-06-26,185.889999,183.389999,185.130005,2327400
180.156891,184.600006,2017-06-27,186.800003,184.220001,185.720001,2682800
181.230392,185.699997,2017-06-28,186.309998,185.089996,185.679993,2451200
180.81076,185.270004,2017-06-29,186.089996,184.330002,185.820007,2193600
180.957123,185.419998,2017-06-30,186.190002,184.929993,185.149994,2392000
182.157547,186.649994,2017-07-03,187.529999,185.740005,186.289993,2087000
183.719025,188.25,2017-07-05,188.360001,185.720001,186.139999,2587400
182.440567,186.940002,2017-07-06,188.190002,186.149994,188.119995,1844700
183.436005,187.960007,2017-07-07,188.429993,187.009995,187.350006,2252500
182.450302,186.949997,2017-07-10,188.0,186.149994,187.330002,2612000
181.474365,185.949997,2017-07-11,187.660004,185.089996,187.0,2664500
182.196579,186.690002,2017-07-12,187.300003,186.410004,186.789993,3342800
181.015701,185.479996,2017-07-13,187.279999,185.320007,187.0,2379300
182.401505,186.899994,2017-07-14,187.130005,184.770004,185.809998,2716700
181.864777,186.350006,2017-07-17,187.25,185.759995,187.070007,2444600
182.352753,186.850006,2017-07-18,187.199997,183.860001,186.949997,4235800
184.636414,189.190002,2017-07-19,189.410004,187.509995,187.509995,3401600
186.890808,191.5,2017-07-20,191.919998,188.919998,189.410004,3099600
187.164063,191.779999,2017-07-21,193.0,190.600006,191.380005,4911500
186.295486,190.889999,2017-07-24,192.169998,190.639999,191.789993,2356500
185.817276,190.399994,2017-07-25,192.479996,190.300003,192.130005,1960100
186.158859,190.75,2017-07-26,191.529999,189.380005,190.020004,2683500
184.382645,188.929993,2017-07-27,190.490005,188.460007,190.240005,2631400
186.549225,191.149994,2017-07-28,191.240005,187.600006,189.110001,1925000
187.193344,191.809998,2017-07-31,192.610001,191.139999,191.589996,3767100
187.603226,192.229996,2017-08-01,193.399994,191.619995,193.399994,3336800
188.354691,193.0,2017-08-02,193.449997,192.139999,192.139999,2463800
190.082092,194.770004,2017-08-03,194.960007,193.009995,193.259995,2886100
190.189438,194.880005,2017-08-04,196.039993,194.600006,194.949997,2892300
190.091843,194.779999,2017-08-07,195.410004,193.899994,194.809998,2074800
190.208969,194.899994,2017-08-08,194.990005,194.080002,194.679993,1741000
190.140671,194.830002,2017-08-09,195.360001,194.169998,194.899994,2125900
187.935043,192.570007,2017-08-10,194.389999,192.399994,194.259995,2698600
188.374222,193.020004,2017-08-11,194.539993,192.660004,193.910004,2210700
189.047623,193.710007,2017-08-14,194.75,192.899994,194.600006,2310300
189.818604,194.5,2017-08-15,195.009995,193.809998,194.470001,1595200
189.106171,193.770004,2017-08-16,195.270004,192.830002,194.809998,1881600
188.06192,192.699997,2017-08-17,194.240005,192.660004,193.75,2440900
186.227173,190.820007,2017-08-18,193.199997,190.630005,192.839996,2858500
187.408035,192.029999,2017-08-21,192.309998,190.880005,190.880005,1930500
190.101624,194.789993,2017-08-22,194.960007,191.559998,192.149994,2021900
189.564865,194.240005,2017-08-23,194.589996,193.720001,194.5,1547000
190.062576,194.75,2017-08-24,195.070007,194.210007,194.550003,1923700
189.681961,194.360001,2017-08-25,195.539993,194.139999,195.330002,1375000
190.394409,195.089996,2017-08-28,195.809998,194.360001,194.589996,2009900
191.994919,196.729996,2017-08-29,197.039993,194.330002,194.830002,2072200
191.165375,195.880005,2017-08-30,196.880005,195.199997,196.380005,1506700
194.112686,198.899994,2017-08-31,199.490005,196.389999,196.929993,2990200
194.942261,199.75,2017-09-01,199.990005,198.360001,199.789993,2241800
194.512833,199.309998,2017-09-05,200.440002,198.710007,199.199997,2700800
193.60524,198.380005,2017-09-06,199.990005,197.630005,199.539993,3040200
194.134201,198.169998,2017-09-07,199.479996,197.070007,197.770004,2684600
193.722763,197.75,2017-09-08,198.860001,197.0,198.429993,2206000
195.515472,199.580002,2017-09-11,200.419998,198.779999,199.25,3307900
193.448456,197.470001,2017-09-12,199.470001,196.910004,199.440002,2554700
194.290955,198.330002,2017-09-13,200.759995,197.779999,197.800003,2394400
193.703171,197.729996,2017-09-14,198.380005,197.089996,197.949997,2378600
194.143982,198.179993,2017-09-15,199.710007,197.199997,198.520004,4198700
194.153793,198.190002,2017-09-18,198.820007,197.509995,198.169998,1915200
190.685898,194.649994,2017-09-19,198.600006,192.389999,198.440002,3819000
191.763489,195.75,2017-09-20,195.839996,194.059998,195.020004,2788500
191.234497,195.210007,2017-09-21,196.130005,194.899994,195.630005,1895000
189.098892,193.029999,2017-09-22,195.869995,188.25,195.110001,5660200
187.844955,191.75,2017-09-25,196.309998,190.919998,193.270004,3105900
188.775604,192.699997,2017-09-26,194.360001,192.039993,192.309998,2775400
190.529144,194.490005,2017-09-27,195.619995,191.740005,193.199997,3267200
192.106369,196.100006,2017-09-28,196.550003,193.509995,194.25,2088400
191.86145,195.850006,2017-09-29,196.089996,194.479996,195.820007,2646300
