index,Adj Close,Close,Date,High,Low,Open,Volume,Adj Close_log_returns,mfi_index
0,34.546333000000004,36.119999,2017-06-01,36.130001,35.799999,36.119999,17510900,0.0,0.0
1,34.737629,36.32,2017-06-02,36.330002,36.0,36.27,19127400,0.0055221000816385165,0.0
2,34.756756,36.34,2017-06-05,36.5,36.200001,36.299999,11685700,0.0005504617526431017,0.0
3,34.555904,36.130001,2017-06-06,36.450001,35.98,36.16,18420900,-0.005795551986939096,0.0
4,34.680240999999995,36.259997999999996,2017-06-07,36.57,36.099998,36.130001,17192000,0.00359168274502165,0.0
5,34.890652,36.48,2017-06-08,36.529999,36.16,36.34,16783400,0.006048841188546009,0.0
6,34.154202000000005,35.709998999999996,2017-06-09,36.560001,35.310001,36.5,33322100,-0.021333318491698967,0.0
7,34.173328000000005,35.73,2017-06-12,36.009997999999996,35.41,35.59,28488300,0.0005598329253093079,0.0
8,34.316792,35.880001,2017-06-13,35.950001,35.529999,35.68,20588200,0.004189340296757381,0.0
9,33.982044,35.529999,2017-06-14,36.049999,35.220001,35.990002000000004,19149000,-0.009802529591537339,0.0
10,33.771629,35.310001,2017-06-15,35.48,35.139998999999996,35.209998999999996,20410000,-0.006211196150665301,0.0
11,33.675987,35.209998999999996,2017-06-16,35.330002,35.009997999999996,35.279999,30762800,-0.0028360398714466603,0.0
12,33.96291,35.509997999999996,2017-06-19,35.610001000000004,35.32,35.610001000000004,21583800,0.008484015374238494,0.0
13,33.341232,34.860001000000004,2017-06-20,35.450001,34.84,35.450001,21536500,-0.01847421756859127,0.0
14,33.073433,34.580002,2017-06-21,34.599998,34.09,34.330002,27138500,-0.008064497543800914,35.341141084078245
15,32.863018,34.360001000000004,2017-06-22,34.630001,34.290001000000004,34.560001,24602900,-0.006382379126429545,36.24313950545469
16,32.70042,34.189999,2017-06-23,34.549999,34.099998,34.209998999999996,29260900,-0.004960030721743641,30.793601794753144
17,32.585651,34.07,2017-06-26,34.509997999999996,34.029999,34.259997999999996,18854800,-0.003515883754922489,30.85104025287538
18,32.183952000000005,33.650002,2017-06-27,34.150002,33.650002,34.0,27078900,-0.012404094880433711,24.854641024436106
19,32.709990999999995,34.200001,2017-06-28,34.240002000000004,33.740002000000004,33.77,25940100,0.016212623182974173,26.536901730581917
20,32.078742999999996,33.540001000000004,2017-06-29,34.099998,33.34,33.919998,25215700,-0.019486967466181237,27.3130365749077
21,32.270031,33.740002000000004,2017-06-30,33.93,33.529999,33.869999,24432000,0.005945367769112741,34.84485791077371
22,32.002228,33.459998999999996,2017-07-03,34.029999,33.43,33.509997999999996,12676900,-0.008333441331951796,29.298018303575148
23,32.843884,34.34,2017-07-05,34.43,33.490002000000004,33.52,30010800,0.025960022616764944,37.203404987189465
24,32.164821999999994,33.630001,2017-07-06,34.290001000000004,33.560001,34.119999,20733200,-0.02089217711062321,37.264953096120394
25,32.403931,33.880001,2017-07-07,34.119999,33.700001,33.700001,18304500,0.007406371717072172,44.34607339699363
26,32.183952000000005,33.650002,2017-07-10,33.740002000000004,33.23,33.25,29918400,-0.006811799377167988,36.72501793154319
27,32.442184000000005,33.919998,2017-07-11,33.93,33.43,33.639998999999996,25737500,0.007991608049967918,43.88832608735183
28,32.757809,34.25,2017-07-12,34.389998999999996,33.939999,34.279999,23768300,0.009681825134365793,51.4691435314132
29,32.748249,34.240002000000004,2017-07-13,34.400002,34.119999,34.330002,15046200,-0.0002918814033314016,50.01812393131217
30,33.169078999999996,34.68,2017-07-14,34.709998999999996,34.27,34.48,16316400,0.012768591516746773,57.37327547935199
31,32.96822,34.470001,2017-07-17,34.740002000000004,34.360001000000004,34.740002000000004,21044400,-0.006074019367975047,56.93709951915016
32,33.025608,34.529999,2017-07-18,34.580002,34.25,34.43,14362800,0.0017391933823134866,59.26111278264674
33,33.054302,34.560001,2017-07-19,34.68,34.459998999999996,34.68,17036200,0.000868463707153597,58.0632527408861
34,33.236022999999996,34.75,2017-07-20,34.84,34.48,34.540001000000004,17506200,0.005482593581889735,65.70885788570061
35,33.2169,34.73,2017-07-21,34.82,34.400002,34.540001000000004,22245000,-0.0005755352711227783,57.593826612143594
36,32.996918,34.5,2017-07-24,34.799999,34.380001,34.73,16146300,-0.006644619386472251,56.82507154908707
37,33.159512,34.669998,2017-07-25,34.740002000000004,34.400002,34.549999,18096700,0.004915450467269457,55.014419561608186
38,33.236022999999996,34.75,2017-07-26,34.970001,34.59,34.700001,15499300,0.0023047041903256414,61.773235244359256
39,33.446449,34.970001,2017-07-27,35.25,34.669998,34.779999,43062800,0.006311304670394248,65.09644205260794
40,33.771629,35.310001,2017-07-28,35.860001000000004,35.0,35.130001,36291500,0.009675448821604564,75.62479095832012
41,33.924659999999996,35.470001,2017-07-31,35.740002000000004,35.32,35.470001,27057000,0.004521112247926214,75.83720677008284
42,34.766315000000006,36.349998,2017-08-01,36.43,35.57,35.66,38710200,0.024506774671606547,77.10670181289042
43,35.043682000000004,36.639998999999996,2017-08-02,36.669998,36.060001,36.330002,35004300,0.007946382221632494,78.57006422068744
44,35.161724,36.490002000000004,2017-08-03,36.59,36.150002,36.549999,26611300,0.0033627641505750983,79.27958061412143
45,34.978642,36.299999,2017-08-04,36.560001,36.099998,36.450001,20520300,-0.005220457954184463,79.14730097179003
46,35.103905,36.43,2017-08-07,36.549999,36.220001,36.389998999999996,18169300,0.0035747311921047447,83.38771103480273
47,35.084637,36.41,2017-08-08,36.700001,36.299999,36.369999,22819900,-0.0005490354959647966,83.70764671933263
48,35.258083,36.59,2017-08-09,36.66,36.02,36.279999,22796800,0.004931465587561221,77.57158077316603
49,34.824463,36.139998999999996,2017-08-10,36.560001,36.110001000000004,36.400002,22693300,-0.01237470834639835,77.24776733983181
50,34.564293,35.869999,2017-08-11,36.400002,35.790001000000004,36.259997999999996,19275100,-0.007498944618708414,76.43778998779678
51,35.017189,36.34,2017-08-14,36.470001,36.080002,36.119999,18094200,0.013017900246632396,76.49522266357258
52,34.689564000000004,36.0,2017-08-15,36.32,35.82,36.299999,21706600,-0.00940016277883665,71.08706678826306
53,34.506477000000004,35.810001,2017-08-16,36.07,35.560001,35.98,22014000,-0.00529184689217672,63.24880098420841
54,33.889778,35.169998,2017-08-17,35.68,35.169998,35.599998,19525000,-0.018033610554357375,55.74962784710499
55,33.7356,35.009997999999996,2017-08-18,35.310001,34.990002000000004,35.290001000000004,16231400,-0.004559775388855662,49.415222844546776
56,33.648869,34.919998,2017-08-21,35.279999,34.700001,35.09,26493300,-0.00257421477623183,39.06844889738092
57,33.388706,34.650002,2017-08-22,35.189999,34.619999,35.02,26097800,-0.007761745740915591,28.674426015295566
58,33.398338,34.66,2017-08-23,34.810001,34.380001,34.540001000000004,19648100,0.0002884391789157617,20.306704445050215
59,33.446518,34.709998999999996,2017-08-24,34.889998999999996,34.549999,34.700001,14301900,0.0014415472252165243,25.596858525771665
60,33.40797,34.669998,2017-08-25,34.93,34.580002,34.82,14726800,-0.0011531912194712043,24.502187050140407
61,33.388706,34.650002,2017-08-28,34.799999,34.59,34.779999,20712900,-0.0005767951846610706,16.520036576818697
62,33.465790000000005,34.73,2017-08-29,34.75,34.459998999999996,34.509997999999996,15843700,0.0023060239406914886,16.99457550009585
63,33.619960999999996,34.889998999999996,2017-08-30,34.959998999999996,34.630001,34.75,18565000,0.00459624492870625,24.028192895259096
64,33.793411,35.07,2017-08-31,35.18,34.869999,34.939999,16366800,0.005145874701136463,30.371870012825283
65,33.812683,35.09,2017-09-01,35.389998999999996,35.07,35.240002000000004,12822000,0.0005701261345469465,28.83119502927991
66,33.745232,35.02,2017-09-05,35.330002,34.93,35.02,18772000,-0.001996835527341856,29.220091036593516
67,34.458294,35.759997999999996,2017-09-06,35.939999,35.110001000000004,35.220001,28076400,0.020910589935539788,39.21871144545685
68,34.246303999999995,35.540001000000004,2017-09-07,35.950001,35.330002,35.880001,16297100,-0.006171076723370566,45.942940967185685
69,33.909046000000004,35.189999,2017-09-08,35.540001000000004,35.080002,35.419998,14125000,-0.009896824028726896,46.300515740254326
70,34.467934,35.77,2017-09-11,36.0,35.139998999999996,35.490002000000004,20037600,0.016347620108359082,55.34067114408458
71,34.776286999999996,36.09,2017-09-12,36.34,35.740002000000004,35.880001,19489900,0.00890630391432751,64.64306437179678
72,35.007553,36.330002,2017-09-13,36.400002,35.970001,36.0,15509800,0.006628091737471185,72.01271507075329
73,35.152088,36.48,2017-09-14,36.700001,36.16,36.189999,18093900,0.004120180844923872,72.52946333821761
74,35.65316,37.0,2017-09-15,37.080002,36.220001,36.549999,33596100,0.01415376343037727,74.61148952931104
75,35.65316,37.0,2017-09-18,37.330002,36.799999,37.0,19393800,0.0,82.13458165517915
76,35.874783,37.23,2017-09-19,37.299999,37.02,37.200001,23850500,0.006196842797759225,88.29733480185587
77,35.720612,37.07,2017-09-20,37.290001000000004,36.66,37.23,23957500,-0.004306736160799098,79.81986052097517
78,35.845879,37.200001,2017-09-21,37.27,36.849998,36.990002000000004,22954200,0.0035007201325359537,80.35950787848617
79,35.826603000000006,37.18,2017-09-22,37.220001,36.950001,36.950001,21631800,-0.0005378912499429467,81.00176642431904
80,35.807334999999995,37.16,2017-09-25,37.23,36.849998,37.049999,23180800,-0.0005379573147210841,79.51785588969987
81,36.106056,37.470001,2017-09-26,37.639998999999996,37.0,37.209998999999996,29790400,0.008307846813942648,79.7281563038502
82,36.1735,37.540001000000004,2017-09-27,37.689999,37.099998,37.619999,25981400,0.0018661990556202283,80.42224806439566
83,36.452953,37.830002,2017-09-28,37.880001,37.290001000000004,37.32,21171400,0.00769566370464619,85.15569922708818
84,36.693851,38.080002,2017-09-29,38.150002,37.700001,37.84,23217300,0.006586723076634367,85.36429214452583
85,37.618904,39.040001000000004,2017-10-02,39.09,38.080002,38.119999,37394500,0.024897496669917873,86.22523768112413
86,37.946521999999995,39.380001,2017-10-03,39.700001,38.950001,38.950001,34002200,0.008671162729146106,87.01965482252369
87,37.907978,39.34,2017-10-04,39.400002,38.860001000000004,39.389998999999996,28368800,-0.0010162614826360584,79.44457879040324
88,38.091064,39.529999,2017-10-05,39.650002,39.209998999999996,39.5,17710300,0.00481812268592551,78.62005174787141
89,38.187428000000004,39.630001,2017-10-06,39.889998999999996,39.419998,39.599998,18887500,0.0025266375550481363,78.66857511071932
90,38.409054,39.860001000000004,2017-10-09,39.880001,39.52,39.68,18494100,0.005786861555329223,78.42437433469738
91,38.206699,39.650002,2017-10-10,39.950001,39.380001,39.93,29890000,-0.005282346321880348,76.69402497248879
92,37.869438,39.299999,2017-10-11,39.669998,39.060001,39.48,30754700,-0.008866465169120668,68.59200538598428
93,37.763439,39.189999,2017-10-12,39.389998999999996,38.98,39.349998,18286900,-0.0028029892185807044,63.20979133222863
94,38.225964000000005,39.669998,2017-10-13,39.810001,39.279999,39.439999,16829400,0.01217355825251033,68.99644447301114
95,38.312691,39.759997999999996,2017-10-16,39.790001000000004,39.439999,39.709998999999996,12489100,0.0022662284075317548,67.52359675475608
96,38.341602,39.790001000000004,2017-10-17,39.869999,39.369999,39.560001,15532800,0.0007543217800174801,66.60827395553326
97,38.784855,40.25,2017-10-18,40.290001000000004,39.599998,39.799999,21424600,0.011494314594996807,66.76725662785928
98,38.630684,40.09,2017-10-19,40.330002,39.830002,39.880001,19222700,-0.003982952409925031,66.47400787512117
99,38.958302,40.43,2017-10-20,40.450001,40.099998,40.330002,18335700,0.008445011695142826,64.47490134592738
100,39.343742,40.830002,2017-10-23,41.040001000000004,40.400002,40.549999,28647000,0.0098450332462759,63.95896266496717
101,39.459381,40.950001,2017-10-24,41.049999,40.720001,41.0,19652400,0.002934885791397594,72.73008993964142
102,39.295563,40.779999,2017-10-25,41.060001,40.490002000000004,40.889998999999996,24031700,-0.004160201961930695,65.00506694380351
103,39.844809999999995,41.349998,2017-10-26,41.580002,40.709998999999996,40.91,38247400,0.013880546622404578,67.31768538107387
104,42.783798,44.400002,2017-10-27,45.0,43.099998,43.299999,90028300,0.07116732115672209,74.03777385883818
105,42.754883,44.369999,2017-10-30,45.189999,43.880001,44.48,48161500,-0.0006760684350824683,82.61444373921148
106,43.834114,45.490002000000004,2017-10-31,45.799999,44.650002,45.200001,47000900,0.024928961594916872,90.38126365083149
107,45.009705,46.709998999999996,2017-11-01,46.709998999999996,45.59,45.970001,47813700,0.026465760507227057,94.87925535294572
108,45.385506,47.099998,2017-11-02,47.23,46.209998999999996,46.610001000000004,44602300,0.008314669790225226,95.23371074153886
109,44.653175,46.34,2017-11-03,47.299999,45.599998,47.200001,39298100,-0.016267389557468932,87.18984460194864
110,45.266746999999995,46.700001,2017-11-06,46.740002000000004,46.09,46.599998,32137000,0.013647287706511356,87.68563144133205
111,45.344296,46.779999,2017-11-07,47.09,46.389998999999996,46.700001,24461400,0.001711690239215803,87.83940115820856
112,45.266746999999995,46.700001,2017-11-08,46.700001,46.279999,46.619999,21565800,-0.0017116902392158087,83.64341251706318
113,44.879021,46.299999,2017-11-09,46.389998999999996,45.650002,46.049999,25570400,-0.008602253872513586,78.97067969949032
114,44.181118,45.580002,2017-11-10,46.09,45.380001,46.040001000000004,24095400,-0.015672944011107047,74.2538139027589
115,44.345898,45.75,2017-11-13,45.939999,45.25,45.259997999999996,18999000,0.0037227096935286935,70.66354543783982
116,44.452526,45.860001000000004,2017-11-14,45.919998,45.32,45.700001,22201200,0.0024015753083331684,74.83092585812756
117,44.064803999999995,45.459998999999996,2017-11-15,45.810001,45.169998,45.389998999999996,17157200,-0.008760419674634354,70.55818774330614
118,44.248974,45.650002,2017-11-16,46.07,45.459998999999996,45.630001,26439400,0.004170816177302462,66.53120484610555
119,43.260277,44.630001,2017-11-17,45.619999,44.619999,45.5,63798000,-0.022597361096256256,53.978760292468486
120,43.250584,44.619999,2017-11-20,45.119999,44.5,44.73,22420000,-0.0002240874712958866,46.29615501400307
121,43.560759999999995,44.939999,2017-11-21,45.220001,44.709998999999996,44.720001,21871000,0.007146008934925847,42.74233875188766
122,43.279666999999996,44.650002,2017-11-22,44.950001,44.540001000000004,44.939999,19538300,-0.006473804688225775,33.70424402210061
123,43.376598,44.75,2017-11-24,44.779999,44.43,44.549999,6465800,0.002237138663352457,36.96961047504965
124,43.124577,44.490002000000004,2017-11-27,44.610001000000004,44.27,44.419998,18202100,-0.005827012479184875,28.763197025335216
125,43.357208,44.73,2017-11-28,44.84,44.32,44.650002,20194100,0.00537989730651444,27.602919863418833
126,42.601147,43.950001,2017-11-29,45.09,43.77,44.849998,27036900,-0.01759178611879493,27.24965291696128
127,43.463837,44.84,2017-11-30,45.200001,44.330002,44.360001000000004,34145300,0.02004808121662872,36.54509281829252
128,43.308746,44.68,2017-12-01,44.84,43.529999,44.73,26656300,-0.0035746582569376505,36.353421613150395
129,43.124577,44.490002000000004,2017-12-04,45.299999,44.330002,45.02,28000800,-0.004261534147410556,43.350992756369585
130,42.1068,43.439999,2017-12-05,44.900002,43.23,44.599998,30626900,-0.023883818772388102,36.217607857551585
131,42.116489,43.450001,2017-12-06,43.720001,42.669998,43.139998999999996,27710800,0.00023007888097886792,35.305700675640566
132,41.757851,43.080002,2017-12-07,43.599998,42.779999,43.459998999999996,32708400,-0.00855184519409169,27.70274430078345
133,42.019562,43.349998,2017-12-08,43.580002,43.110001000000004,43.349998,23154700,0.006247790232457016,37.85299121730679
134,42.320045,43.66,2017-12-11,43.779999,43.25,43.279999,20425900,0.007125579121788395,44.12818620795119
135,42.000175,43.330002,2017-12-12,43.619999,43.080002,43.470001,16557400,-0.007587065935156367,38.19569302481727
136,42.009869,43.34,2017-12-13,43.66,43.240002000000004,43.650002,21399500,0.00023078192990893067,44.39120663403345
137,41.932320000000004,43.259997999999996,2017-12-14,43.57,43.02,43.43,19644900,-0.001847676906831836,42.752760213497844
138,43.192421,44.560001,2017-12-15,44.84,43.07,43.400002,47477000,0.029608150079453756,52.12101189683477
139,44.840247999999995,46.259997999999996,2017-12-18,46.349998,45.040001000000004,45.150002,50369300,0.037441088920871675,55.88906786914099
140,45.596317,47.040001000000004,2017-12-19,47.259997999999996,45.889998999999996,46.299999,41421100,0.016720816749849966,64.0537379837447
141,46.100353000000005,47.560001,2017-12-20,47.639998999999996,46.66,47.470001,40935000,0.01099366152549051,64.81996794017832
142,45.324905,46.759997999999996,2017-12-21,47.59,46.560001,47.540001000000004,42963500,-0.016963946574903844,62.095971549492276
143,45.266746999999995,46.700001,2017-12-22,47.02,46.02,46.330002,33913500,-0.001283959541652127,54.89825929447716
144,44.665775,46.080002,2017-12-26,46.470001,45.950001,46.279999,15533300,-0.013365152726564232,56.65268737439713
145,44.694855,46.110001000000004,2017-12-27,46.360001000000004,46.0,46.110001000000004,13359700,0.0006508459268142182,58.388857257459854
146,44.801479,46.220001,2017-12-28,46.360001000000004,45.950001,46.360001000000004,9504400,0.002382757945075026,63.96997808743959
147,44.743317,46.16,2017-12-29,46.490002000000004,46.09,46.209998999999996,17394500,-0.001299059482570067,63.56761522823637
148,45.412144,46.849998,2018-01-02,46.900002,46.209998999999996,46.380001,23370800,0.01483746547898932,63.97248114164246
149,43.870940999999995,45.259997999999996,2018-01-03,46.209998999999996,43.650002,45.470001,116479000,-0.03452739357934372,51.136673368494705
150,43.066414,44.43,2018-01-04,44.650002,42.689999,43.52,89209100,-0.018508728895825395,41.521316592394676
151,43.366901,44.740002000000004,2018-01-05,45.150002,43.900002,44.43,41824000,0.006953064581375928,46.954684850924124
152,43.366901,44.740002000000004,2018-01-08,44.84,43.959998999999996,44.27,33733800,0.0,39.96024669160256
153,42.281269,43.619999,2018-01-09,44.84,43.490002000000004,44.700001,44282300,-0.025352325628765517,31.504760619389543
154,41.195652,42.5,2018-01-10,43.599998,42.439999,43.330002,45735000,-0.026011457936931152,23.9259194441197
155,42.077721000000004,43.41,2018-01-11,43.580002,42.450001,42.799999,35371500,0.02118569141177378,22.691158277831633
156,41.912933,43.240002000000004,2018-01-12,43.599998,43.009997999999996,43.450001,29973600,-0.00392396543176371,28.651964431936435
157,41.816006,43.139998999999996,2018-01-16,43.790001000000004,42.889998999999996,43.549999,38367200,-0.0023152578894482943,28.5579534608096
158,43.027640999999996,44.389998999999996,2018-01-17,44.450001,43.509997999999996,43.549999,30742400,0.028563538234300058,33.21015290420428
159,43.114883,44.48,2018-01-18,44.740002000000004,44.169998,44.400002,26826500,0.0020255275972122923,37.09108083426368
160,43.444443,44.82,2018-01-19,44.889998999999996,44.25,44.619999,25780200,0.007614698673193857,38.78084165354897
161,44.345898,45.75,2018-01-22,45.790001000000004,44.790001000000004,44.799999,27706800,0.020537263532385646,39.81257212372461
162,44.646389,46.060001,2018-01-23,46.09,45.630001,45.810001,22135100,0.006753217658377313,39.64761802460496
163,44.11327,45.509997999999996,2018-01-24,46.130001,44.959998999999996,45.900002,32464200,-0.012012786372988618,46.106033851888334
164,43.909714,45.299999,2018-01-25,46.369999,45.169998,45.880001,36758700,-0.0046250729891295994,59.07994556032614
165,48.543018,50.080002,2018-01-26,50.150002,48.119999,48.380001,86916100,0.1003148026612685,63.34774315065242
166,48.446083,49.98,2018-01-29,50.849998,49.369999,49.599998,46304000,-0.0019988850556650587,70.80866284005992
167,47.292609999999996,48.790001000000004,2018-01-30,50.060001,48.740002000000004,49.48,32814600,-0.024097442330132564,71.80022224512575
168,46.662552000000005,48.139998999999996,2018-01-31,49.25,47.560001,49.23,41619900,-0.013412087879885319,71.64595750787592
169,46.187591999999995,47.650002,2018-02-01,48.470001,47.450001,47.700001,28840400,-0.01023076803793759,65.65012344276667
170,44.733631,46.150002,2018-02-02,47.790001000000004,46.099998,47.32,28663000,-0.0319856004926325,60.07495988662542
171,43.153656,44.52,2018-02-05,47.259997999999996,44.5,46.349998,47869000,-0.03595844846038535,58.800818395173536
172,43.827015,44.91,2018-02-06,44.93,43.029999,44.02,58145400,0.015483266438863594,50.655673953846296
173,44.110015999999995,45.200001,2018-02-07,46.299999,44.34,44.580002,37508400,0.006436468773119495,51.622424894886095
174,41.719101,42.75,2018-02-08,45.419998,42.740002000000004,45.279999,43151300,-0.055727795363945884,45.895068676546906
175,42.890163,43.950001,2018-02-09,44.279999,42.040001000000004,43.5,49301100,0.02768341745886946,39.864377971826606
176,43.748946999999994,44.830002,2018-02-12,45.16,44.09,44.150002,28379500,0.01982504500129626,40.413586304208685
177,43.387867,44.459998999999996,2018-02-13,44.779999,44.259997999999996,44.59,19517600,-0.008287704132964216,41.31429823890926
178,44.285678999999995,45.380001,2018-02-14,45.509997999999996,44.040001000000004,44.07,19922000,0.020481511839789752,39.58880745775571
179,44.812656,45.919998,2018-02-15,45.990002000000004,44.950001,45.880001,23536800,0.011829247875960422,31.225291613100012
180,44.461338,45.560001,2018-02-16,46.59,45.509997999999996,45.82,21475200,-0.00787059697517022,27.053687655462426
181,45.203011,46.32,2018-02-20,46.709998999999996,45.389998999999996,45.459998999999996,25512000,0.016543697113592003,33.086913009798266
182,44.832172,45.939999,2018-02-21,47.060001,45.919998,46.669998,27527500,-0.00823769297118799,40.40659367000586
183,44.695553000000004,45.799999,2018-02-22,46.560001,45.619999,46.139998999999996,16946400,-0.0030519954806579722,41.60672514083601
184,46.579006,47.73,2018-02-23,47.790001000000004,46.310001,46.34,26040900,0.04127591338585524,47.9716231083268
185,47.925732,49.110001000000004,2018-02-26,49.130001,48.099998,48.200001,26992300,0.028502638082719807,56.97650515768402
186,48.70644,49.91,2018-02-27,50.900002,49.310001,49.369999,43624100,0.016158696858384797,69.79229045038642
187,48.101391,49.290001000000004,2018-02-28,50.34,49.279999,50.18,35541200,-0.012500163926372966,60.53453703161764
188,46.686355999999996,47.84,2018-03-01,49.720001,47.470001,49.5,36326600,-0.029859136366386627,60.94529516310818
189,47.79887,48.98,2018-03-02,49.049999,46.959998999999996,47.200001,33310600,0.023550039804509343,62.72456859785185
190,48.550301,49.75,2018-03-05,49.799999,48.040001000000004,48.57,30826500,0.015598395461528825,63.22625676232449
191,49.487148,50.709998999999996,2018-03-06,51.330002,50.150002,50.16,39132300,0.019112604987510266,69.76968349238409
192,50.082439,51.32,2018-03-07,51.490002000000004,50.099998,50.18,31801900,0.011957428182960556,70.85056909929716
193,49.516426,50.740002000000004,2018-03-08,52.080002,50.470001,51.790001000000004,29481200,-0.01136597477030893,71.45981419370187
194,50.931461,52.189999,2018-03-09,52.299999,51.0,51.27,32727900,0.028176374005119784,72.40688591343098
195,50.277618,51.52,2018-03-12,51.950001,50.5,51.860001000000004,32044400,-0.012920819019264153,65.48163932735753
196,50.531345,51.779999,2018-03-13,53.779999,51.389998999999996,52.52,45573900,0.0050338289021909155,67.14744720860965
197,50.609421000000005,51.860001000000004,2018-03-14,52.18,51.310001,52.060001,24993500,0.001543907933401253,65.67712034004737
198,49.653053,50.880001,2018-03-15,52.299999,50.880001,52.23,25631200,-0.01907786569999782,60.222221125057565
199,49.936054,51.169998,2018-03-16,51.700001,50.990002000000004,51.169998,42559800,0.005683387878256988,52.70716371972798
200,49.604252,50.830002,2018-03-19,51.23,49.93,50.740002000000004,31115200,-0.00666671104892413,44.896144179441286
201,50.306892,51.549999,2018-03-20,51.810001,50.849998,50.880001,22215000,0.014065529749157124,51.01408289622174
