Adj Close,Close,Date,High,Low,Open,Volume
118.010002,118.010002,2017-07-03,119.190002,117.43,118.599998,739600
119.580002,119.580002,2017-07-05,119.949997,117.440002,117.870003,1040300
117.080002,117.080002,2017-07-06,119.440002,116.839996,118.709999,1449000
118.169998,118.169998,2017-07-07,118.699997,117.800003,117.800003,755000
117.529999,117.529999,2017-07-10,118.610001,117.330002,117.980003,944900
117.589996,117.589996,2017-07-11,118.010002,116.790001,117.440002,966700
118.440002,118.440002,2017-07-12,118.879997,117.160004,117.68,950200
116.029999,116.029999,2017-07-13,118.099998,115.870003,118.050003,1127300
116.919998,116.919998,2017-07-14,117.349998,115.82,116.220001,864200
116.099998,116.099998,2017-07-17,118.0,116.0,117.550003,1015700
116.489998,116.489998,2017-07-18,116.760002,115.580002,115.879997,916500
119.040001,119.040001,2017-07-19,119.480003,116.910004,117.0,1561100
119.419998,119.419998,2017-07-20,120.0,118.839996,119.169998,1589100
118.010002,118.010002,2017-07-21,120.360001,117.699997,119.010002,1018500
117.139999,117.139999,2017-07-24,118.360001,116.519997,117.870003,1337400
115.870003,115.870003,2017-07-25,117.639999,115.0,117.639999,1538200
115.610001,115.610001,2017-07-26,116.650002,114.809998,115.989998,2168800
116.360001,116.360001,2017-07-27,121.449997,116.120003,119.510002,3531500
115.510002,115.510002,2017-07-28,116.190002,113.360001,115.949997,2185100
115.18,115.18,2017-07-31,115.870003,114.080002,115.779999,1467900
115.269997,115.269997,2017-08-01,116.220001,115.110001,115.870003,1297200
114.239998,114.239998,2017-08-02,115.480003,112.870003,115.260002,1249500
116.449997,116.449997,2017-08-03,116.800003,113.760002,114.25,1469600
116.190002,116.190002,2017-08-04,117.0,115.5,116.82,962800
116.480003,116.480003,2017-08-07,116.739998,115.879997,116.199997,723200
116.160004,116.160004,2017-08-08,117.290001,115.800003,116.480003,976900
116.260002,116.260002,2017-08-09,116.5,115.230003,115.75,980400
114.129997,114.129997,2017-08-10,115.919998,113.57,115.739998,982100
114.5,114.5,2017-08-11,115.660004,113.540001,113.949997,673800
115.639999,115.639999,2017-08-14,115.940002,114.959999,115.040001,1294500
114.830002,114.830002,2017-08-15,115.779999,114.690002,115.779999,898400
115.57,115.57,2017-08-16,115.93,115.0,115.220001,943600
113.57,113.57,2017-08-17,115.790001,113.360001,115.489998,981500
113.110001,113.110001,2017-08-18,113.610001,112.339996,113.370003,1134600
114.220001,114.220001,2017-08-21,114.989998,112.550003,113.150002,1089000
114.220001,114.220001,2017-08-22,115.089996,113.800003,114.050003,1433200
112.709999,112.709999,2017-08-23,114.0,112.470001,114.0,2074000
112.75,112.75,2017-08-24,113.459999,112.07,112.769997,1269400
111.760002,111.760002,2017-08-25,113.400002,111.720001,112.949997,1206400
113.110001,113.110001,2017-08-28,113.449997,112.470001,112.559998,1050200
111.830002,111.830002,2017-08-29,113.25,111.739998,112.32,1366000
112.690002,112.690002,2017-08-30,112.989998,111.529999,112.019997,929200
113.660004,113.660004,2017-08-31,113.790001,112.440002,112.82,1091400
113.309998,113.309998,2017-09-01,114.099998,112.790001,113.790001,950000
111.870003,111.870003,2017-09-05,113.529999,111.160004,112.519997,1805200
112.230003,112.230003,2017-09-06,112.489998,110.25,112.029999,2136700
112.339996,112.339996,2017-09-07,112.900002,112.0,112.459999,1251600
113.190002,113.190002,2017-09-08,114.790001,112.010002,112.300003,1611700
115.129997,115.129997,2017-09-11,115.419998,113.269997,113.510002,1108500
114.690002,114.690002,2017-09-12,115.610001,114.099998,115.169998,966600
111.779999,111.779999,2017-09-13,114.610001,111.720001,114.480003,1209000
111.5,111.5,2017-09-14,111.629997,110.709999,111.540001,1325200
113.5,113.5,2017-09-15,113.970001,111.660004,111.660004,1944100
112.690002,112.690002,2017-09-18,113.739998,112.260002,113.550003,984000
111.279999,111.279999,2017-09-19,112.93,110.900002,112.739998,973700
111.720001,111.720001,2017-09-20,111.989998,110.970001,111.650002,1093600
110.330002,110.330002,2017-09-21,111.699997,109.519997,111.660004,1353600
110.639999,110.639999,2017-09-22,110.839996,109.199997,110.480003,970600
110.459999,110.459999,2017-09-25,110.760002,109.639999,110.629997,858900
110.589996,110.589996,2017-09-26,111.699997,110.410004,110.470001,832200
109.370003,109.370003,2017-09-27,110.389999,107.349998,110.389999,2275000
108.870003,108.870003,2017-09-28,110.110001,108.599998,109.0,1057800
109.309998,109.309998,2017-09-29,109.370003,108.019997,108.720001,1606100
109.989998,109.989998,2017-10-02,110.199997,108.769997,109.379997,1675100
108.230003,108.230003,2017-10-03,110.190002,108.129997,110.150002,1184700
110.220001,110.220001,2017-10-04,110.599998,108.57,108.800003,1124400
111.629997,111.629997,2017-10-05,112.18,110.25,110.25,1365600
111.459999,111.459999,2017-10-06,112.330002,110.889999,111.709999,1423300
110.220001,110.220001,2017-10-09,111.199997,110.040001,111.010002,854400
109.949997,109.949997,2017-10-10,110.830002,109.809998,110.220001,1317600
110.470001,110.470001,2017-10-11,110.650002,109.75,109.75,983300
110.199997,110.199997,2017-10-12,110.620003,109.849998,110.07,733100
108.25,108.25,2017-10-13,109.949997,108.110001,109.75,1446300
108.519997,108.519997,2017-10-16,109.169998,108.129997,108.580002,790100
110.050003,110.050003,2017-10-17,110.32,108.230003,108.410004,951400
111.199997,111.199997,2017-10-18,111.43,110.059998,110.300003,865700
112.029999,112.029999,2017-10-19,112.209999,110.839996,111.459999,1713300
113.080002,113.080002,2017-10-20,113.449997,112.080002,112.419998,1127300
114.110001,114.110001,2017-10-23,114.940002,113.0,113.550003,2004600
114.25,114.25,2017-10-24,114.599998,113.580002,114.129997,2395300
103.330002,103.330002,2017-10-25,106.300003,101.089996,104.900002,9271900
103.370003,103.370003,2017-10-26,105.290001,102.370003,103.5,3305300
101.919998,101.919998,2017-10-27,104.190002,101.330002,103.779999,1951600
101.629997,101.629997,2017-10-30,102.300003,100.199997,101.800003,1945100
102.230003,102.230003,2017-10-31,103.550003,101.68,101.779999,1525700
101.82,101.82,2017-11-01,103.529999,101.690002,102.370003,1797000
101.379997,101.379997,2017-11-02,102.300003,101.129997,102.120003,934700
102.720001,102.720001,2017-11-03,103.120003,100.849998,101.389999,1088300
103.160004,103.160004,2017-11-06,103.459999,102.0,102.400002,882200
104.410004,104.410004,2017-11-07,104.449997,103.019997,103.580002,993000
105.239998,105.239998,2017-11-08,105.410004,103.919998,104.5,2170900
104.779999,104.779999,2017-11-09,105.419998,103.790001,105.330002,1176200
103.849998,103.849998,2017-11-10,104.309998,103.339996,104.300003,1728300
105.239998,105.239998,2017-11-13,105.709999,103.199997,103.730003,1104800
105.150002,105.150002,2017-11-14,105.370003,104.120003,105.160004,994900
104.980003,104.980003,2017-11-15,105.449997,104.150002,104.410004,917000
107.099998,107.099998,2017-11-16,107.860001,105.220001,105.720001,954400
107.089996,107.089996,2017-11-17,107.760002,106.07,106.599998,1071700
107.160004,107.160004,2017-11-20,107.519997,106.529999,107.32,1135800
109.519997,109.519997,2017-11-21,109.800003,107.489998,107.860001,1747900
108.809998,108.809998,2017-11-22,109.610001,108.260002,109.260002,836000
109.339996,109.339996,2017-11-24,109.349998,108.120003,108.860001,389600
109.860001,109.860001,2017-11-27,110.099998,108.889999,109.360001,1100900
113.209999,113.209999,2017-11-28,113.309998,109.400002,110.059998,2620500
116.370003,116.370003,2017-11-29,117.839996,113.650002,113.849998,3142500
117.199997,117.199997,2017-11-30,119.040001,116.389999,116.529999,2192300
116.410004,116.410004,2017-12-01,118.199997,114.279999,117.25,1993400
113.800003,113.800003,2017-12-04,118.0,113.790001,117.059998,2425100
113.050003,113.050003,2017-12-05,114.489998,112.410004,113.470001,1773900
113.360001,113.360001,2017-12-06,113.800003,112.290001,113.0,1530000
117.449997,117.449997,2017-12-07,118.57,114.989998,115.0,2258700
118.029999,118.029999,2017-12-08,118.290001,116.940002,117.5,1405600
118.18,118.18,2017-12-11,118.980003,117.709999,118.300003,1321600
